0.979033, -0.0010182, -0.203639, 0.00489521, 
0.856919, -0.0984546, -0.17782, 0.473684, 
0.525144, -0.171405, -0.107781, 0.826576, 
0.0648826, -0.201725, -0.0109395, 0.97723, 
-0.411254, -0.181875, 0.0886221, 0.888785, 
-0.786769, -0.116791, 0.166146, 0.582881, 
-0.969787, -0.0226606, 0.202353, 0.134363, 
-0.915528, 0.0771059, 0.18824, -0.347029, 
-0.637268, 0.157696, 0.127316, -0.743513, 
-0.203089, 0.199066, 0.0347325, -0.958082, 
0.28078, 0.190926, -0.0664884, -0.938237, 
0.695951, 0.135302, -0.151175, -0.688833, 
0.940844, 0.0460273, -0.198268, -0.270893, 
0.955543, -0.054695, -0.196057, 0.213327, 
0.736449, -0.141815, -0.145091, 0.645352, 
0.33717, -0.193664, -0.058045, 0.919479, 
-0.144605, -0.197348, 0.0434354, 0.968637, 
-0.590999, -0.151949, 0.134114, 0.780798, 
-0.892794, -0.0687602, 0.191442, 0.401921, 
-0.976151, 0.0315304, 0.201163, -0.075294, 
-0.820673, 0.123979, 0.16086, -0.534087, 
-0.464403, 0.185594, 0.0805546, -0.862204, 
0.00549244, 0.20105, -0.0197822, -0.979366, 
0.474044, 0.166504, -0.115199, -0.856906, 
0.826612, 0.0905462, -0.181969, -0.524787, 
0.976934, -0.00793108, -0.203487, -0.0642681, 
0.88823, -0.104436, -0.174404, 0.411975, 
0.582204, -0.174967, -0.10195, 0.78742, 
0.133731, -0.201983, -0.00414413, 0.970207, 
-0.347462, -0.178764, 0.0946918, 0.915613, 
-0.743642, -0.111085, 0.16998, 0.636996, 
-0.957876, -0.015778, 0.202998, 0.202525, 
-0.937748, 0.0834537, 0.185535, -0.281498, 
-0.688182, 0.16193, 0.121935, -0.696647, 
-0.270239, 0.200134, 0.0280125, -0.941346, 
0.213823, 0.188563, -0.0728755, -0.955726, 
0.645569, 0.130094, -0.155641, -0.736269, 
0.919365, 0.0392704, -0.199702, -0.336668, 
0.96822, -0.061321, -0.194102, 0.145305, 
0.780183, -0.146662, -0.140233, 0.591726, 
0.401258, -0.195527, -0.0514928, 0.89337, 
-0.0758418, -0.195764, 0.0500522, 0.976432, 
-0.534386, -0.147312, 0.13915, 0.82059, 
-0.862182, -0.0622225, 0.193644, 0.463975, 
-0.979029, 0.0383428, 0.199984, -0.00616183, 
-0.856339, 0.129373, 0.156592, -0.47479, 
-0.524128, 0.188227, 0.0742602, -0.827252, 
-0.0636798, 0.200268, -0.0265377, -0.977309, 
0.412349, 0.162501, -0.120736, -0.888248, 
0.787489, 0.0843184, -0.184909, -0.581859, 
0.969955, -0.0148356, -0.2031, -0.133106, 
0.915103, -0.1103, -0.170785, 0.348214, 
0.636354, -0.178333, -0.0959999, 0.744335, 
0.201908, -0.202014, 0.00265724, 0.958341, 
-0.281938, -0.175452, 0.100653, 0.937868, 
-0.696803, -0.105254, 0.173618, 0.687927, 
-0.941182, -0.00887717, 0.203408, 0.269671, 
-0.955283, 0.0897078, 0.182616, -0.214566, 
-0.735655, 0.165982, 0.116411, -0.646304, 
-0.336036, 0.200977, 0.0212588, -0.919911, 
0.145802, 0.185986, -0.0791794, -0.968443, 
0.591966, 0.12474, -0.159927, -0.780025, 
0.893295, 0.0324688, -0.200904, -0.400759, 
0.976062, -0.0678782, -0.191921, 0.0765617, 
0.820017, -0.151344, -0.135212, 0.535149, 
0.463339, -0.19717, -0.0448796, 0.862802, 
-0.00670411, -0.193959, 0.0566124, 0.979352, 
-0.475107, -0.142508, 0.144025, 0.856283, 
-0.827266, -0.0556144, 0.195622, 0.523708, 
-0.977019, 0.0451123, 0.198572, 0.0629967, 
-0.887725, 0.13462, 0.152142, -0.413128, 
-0.581232, 0.190648, 0.0678785, -0.788172, 
-0.13253, 0.19926, -0.0332639, -0.970374, 
0.348599, 0.158315, -0.126133, -0.915153, 
0.744436, 0.0779952, -0.187636, -0.636022, 
0.958133, -0.0217235, -0.202477, -0.201275, 
0.937405, -0.11604, -0.166967, 0.282718, 
0.687322, -0.181498, -0.0899374, 0.697537, 
0.269072, -0.201816, 0.00945706, 0.94169, 
-0.215011, -0.171941, 0.106499, 0.955439, 
-0.646488, -0.099303, 0.177056, 0.735421, 
-0.919789, -0.00196616, 0.203583, 0.335466, 
-0.968047, 0.0958607, 0.179484, -0.146567, 
-0.779453, 0.169847, 0.110751, -0.592739, 
-0.40015, 0.201592, 0.0144788, -0.893885, 
0.0770566, 0.1832, -0.0853931, -0.976324, 
0.53541, 0.119244, -0.164029, -0.819885, 
0.862766, 0.0256305, -0.201874, -0.462844, 
0.979029, -0.0743589, -0.189517, 0.00744047, 
0.855754, -0.155856, -0.130033, 0.475904, 
0.523102, -0.198591, -0.0382128, 0.827928, 
